Firm_ID,Year,ESG_Score,Overall_Compliance,final_esg_risk_score,alert_level
MFG0409,2019,65.08666666666666,Compliant,20.948000000000004,Low Risk
MFG0450,2021,61.06666666666666,Non-Compliant,36.56,Low Risk
MFG0010,2023,68.72333333333333,Non-Compliant,31.966,Low Risk
MFG0312,2020,63.81333333333333,Compliant,21.712,Low Risk
MFG0286,2022,67.27999999999999,Compliant,19.63200000000001,Low Risk
MFG0242,2020,62.84,Non-Compliant,35.495999999999995,Low Risk
MFG0251,2023,71.42,Compliant,17.148,Low Risk
MFG0365,2023,74.79666666666667,Compliant,15.122,Low Risk
MFG0005,2020,68.28666666666668,Compliant,19.027999999999995,Low Risk
MFG0119,2022,76.34666666666666,Compliant,14.192000000000002,Low Risk
MFG0289,2020,64.59666666666666,Compliant,21.242,Low Risk
MFG0374,2023,65.64333333333333,Non-Compliant,33.814,Low Risk
MFG0065,2023,72.33,Compliant,16.602,Low Risk
MFG0146,2021,68.20666666666666,Compliant,19.076,Low Risk
MFG0224,2021,64.43,Non-Compliant,34.541999999999994,Low Risk
MFG0239,2019,67.12333333333333,Compliant,19.726,Low Risk
MFG0177,2023,64.60333333333334,Compliant,21.237999999999996,Low Risk
MFG0267,2021,67.39666666666666,Compliant,19.562,Low Risk
MFG0341,2020,69.38333333333334,Compliant,18.369999999999994,Low Risk
MFG0282,2022,68.58,Compliant,18.852,Low Risk
MFG0063,2020,72.74333333333333,Compliant,16.354000000000003,Low Risk
MFG0217,2022,70.38333333333334,Compliant,17.769999999999996,Low Risk
MFG0342,2021,73.00666666666667,Compliant,16.195999999999994,Low Risk
MFG0315,2019,64.45666666666666,Compliant,21.326,Low Risk
MFG0283,2020,65.95666666666666,Non-Compliant,33.626000000000005,Low Risk
MFG0177,2020,76.94333333333334,Compliant,13.833999999999994,Low Risk
MFG0461,2020,62.48333333333334,Non-Compliant,48.91,Warning
MFG0417,2022,70.79,Compliant,17.525999999999996,Low Risk
MFG0098,2021,73.38666666666666,Compliant,15.968000000000005,Low Risk
MFG0105,2020,64.20333333333333,Compliant,21.477999999999998,Low Risk
MFG0099,2020,70.46,Compliant,17.724000000000004,Low Risk
MFG0385,2019,67.01333333333334,Compliant,19.791999999999998,Low Risk
MFG0405,2019,57.836666666666666,Non-Compliant,38.498,Low Risk
MFG0496,2021,67.05333333333334,Non-Compliant,32.967999999999996,Low Risk
MFG0311,2021,66.2,Non-Compliant,33.48,Low Risk
MFG0006,2023,73.77,Compliant,15.738000000000001,Low Risk
MFG0476,2019,54.42,Non-Compliant,53.748000000000005,Warning
MFG0465,2023,58.76,Non-Compliant,51.144000000000005,Warning
MFG0197,2022,69.21666666666665,Compliant,18.470000000000006,Low Risk
MFG0351,2023,62.39666666666667,Non-Compliant,35.762,Low Risk
MFG0133,2020,60.30666666666667,Non-Compliant,37.016,Low Risk
MFG0358,2023,76.27999999999999,Compliant,14.232000000000008,Low Risk
MFG0259,2021,70.14,Compliant,17.916,Low Risk
MFG0437,2022,66.86,Compliant,19.884,Low Risk
MFG0023,2020,75.72000000000001,Compliant,14.56799999999999,Low Risk
MFG0485,2023,67.12666666666667,Compliant,19.724,Low Risk
MFG0053,2022,73.13,Compliant,16.122000000000003,Low Risk
MFG0165,2022,62.67333333333334,Non-Compliant,35.596,Low Risk
MFG0202,2020,60.03666666666667,Non-Compliant,37.178,Low Risk
MFG0458,2023,70.33666666666666,Compliant,17.798000000000005,Low Risk
MFG0083,2022,71.91333333333334,Non-Compliant,30.051999999999992,Low Risk
MFG0145,2022,66.22,Compliant,20.268,Low Risk
MFG0085,2019,73.97,Non-Compliant,28.818,Low Risk
MFG0078,2022,64.17333333333333,Non-Compliant,34.696,Low Risk
MFG0457,2019,74.50333333333333,Non-Compliant,28.498000000000005,Low Risk
MFG0366,2023,63.84666666666667,Non-Compliant,34.891999999999996,Low Risk
MFG0001,2023,64.77666666666667,Non-Compliant,34.333999999999996,Low Risk
MFG0051,2023,67.37,Non-Compliant,32.778,Low Risk
MFG0173,2021,71.87333333333333,Compliant,16.875999999999998,Low Risk
MFG0205,2023,72.83,Compliant,16.302,Low Risk
MFG0260,2022,70.1,Compliant,17.94,Low Risk
MFG0446,2020,72.52,Compliant,16.488000000000003,Low Risk
MFG0449,2019,68.39333333333333,Compliant,18.964000000000002,Low Risk
MFG0369,2021,65.31666666666666,Non-Compliant,34.010000000000005,Low Risk
MFG0488,2023,64.12666666666667,Non-Compliant,34.724000000000004,Low Risk
MFG0288,2023,78.25333333333333,Compliant,13.048000000000002,Low Risk
MFG0034,2020,62.52,Non-Compliant,35.687999999999995,Low Risk
MFG0348,2020,76.02,Compliant,14.388000000000002,Low Risk
MFG0095,2021,67.48666666666666,Non-Compliant,32.708,Low Risk
MFG0072,2019,58.76666666666667,Non-Compliant,37.94,Low Risk
MFG0039,2023,74.28666666666668,Compliant,15.427999999999994,Low Risk
MFG0154,2021,64.98333333333333,Non-Compliant,34.21,Low Risk
MFG0250,2022,61.65333333333333,Non-Compliant,49.408,Warning
MFG0162,2022,64.87666666666667,Compliant,21.074,Low Risk
MFG0438,2021,57.54333333333333,Non-Compliant,65.074,Warning
MFG0118,2023,77.36,Compliant,13.584,Low Risk
MFG0259,2021,70.39,Compliant,17.766,Low Risk
MFG0379,2023,71.97000000000001,Non-Compliant,30.017999999999994,Low Risk
MFG0306,2020,68.82000000000001,Non-Compliant,31.907999999999994,Low Risk
MFG0268,2021,65.87333333333333,Non-Compliant,33.676,Low Risk
MFG0449,2023,74.19666666666667,Compliant,15.481999999999996,Low Risk
MFG0054,2021,65.62333333333333,Non-Compliant,33.826,Low Risk
MFG0236,2021,64.23333333333333,Non-Compliant,34.66,Low Risk
MFG0389,2023,70.52999999999999,Compliant,17.682000000000006,Low Risk
MFG0478,2023,60.7,Non-Compliant,36.78,Low Risk
MFG0222,2019,70.72666666666667,Compliant,17.563999999999997,Low Risk
MFG0251,2021,70.55666666666666,Compliant,17.666000000000004,Low Risk
MFG0313,2022,64.28333333333335,Compliant,21.429999999999993,Low Risk
MFG0401,2021,67.37,Non-Compliant,32.778,Low Risk
MFG0112,2021,63.35,Non-Compliant,35.19,Low Risk
MFG0255,2023,68.69,Compliant,18.786,Low Risk
MFG0303,2021,60.32,Non-Compliant,50.208,Warning
MFG0407,2021,75.19666666666666,Non-Compliant,28.082000000000008,Low Risk
MFG0207,2022,72.46333333333332,Compliant,16.522000000000006,Low Risk
MFG0229,2023,59.906666666666666,Non-Compliant,37.256,Low Risk
MFG0341,2021,63.373333333333335,Non-Compliant,48.376000000000005,Warning
MFG0398,2020,65.08,Non-Compliant,34.152,Low Risk
MFG0066,2019,72.21,Compliant,16.674000000000003,Low Risk
MFG0075,2022,73.62666666666667,Compliant,15.824,Low Risk
MFG0435,2021,71.14,Non-Compliant,30.516,Low Risk
MFG0103,2020,78.20666666666666,Compliant,13.076000000000002,Low Risk
MFG0422,2021,71.47666666666667,Non-Compliant,30.313999999999993,Low Risk
MFG0192,2021,73.61333333333334,Compliant,15.831999999999994,Low Risk
MFG0252,2023,68.66000000000001,Compliant,18.80399999999999,Low Risk
MFG0226,2023,70.79666666666667,Non-Compliant,30.722,Low Risk
MFG0294,2023,56.75666666666666,Non-Compliant,52.346000000000004,Warning
MFG0306,2020,72.7,Compliant,16.38,Low Risk
MFG0098,2021,67.37333333333333,Non-Compliant,32.775999999999996,Low Risk
MFG0338,2019,69.22666666666667,Non-Compliant,31.663999999999994,Low Risk
MFG0286,2022,65.20666666666666,Non-Compliant,34.076,Low Risk
MFG0335,2023,66.51333333333334,Compliant,20.092,Low Risk
MFG0347,2023,58.95666666666667,Non-Compliant,51.025999999999996,Warning
MFG0435,2021,71.81666666666666,Compliant,16.91,Low Risk
MFG0447,2021,56.13666666666666,Non-Compliant,52.718,Warning
MFG0482,2020,76.52666666666666,Compliant,14.084000000000005,Low Risk
MFG0308,2020,68.14,Non-Compliant,32.316,Low Risk
MFG0249,2023,65.25666666666666,Non-Compliant,34.04600000000001,Low Risk
MFG0166,2021,75.83999999999999,Compliant,14.496000000000006,Low Risk
MFG0481,2019,66.81333333333333,Compliant,19.912,Low Risk
MFG0472,2022,64.43666666666667,Compliant,21.337999999999997,Low Risk
MFG0335,2021,72.45,Compliant,16.529999999999998,Low Risk
MFG0030,2021,58.92666666666667,Non-Compliant,51.044,Warning
MFG0247,2020,79.45666666666666,Compliant,12.326000000000002,Low Risk
MFG0106,2022,64.58666666666666,Non-Compliant,34.44800000000001,Low Risk
MFG0051,2023,75.52333333333334,Compliant,14.685999999999995,Low Risk
MFG0081,2021,75.06666666666666,Compliant,14.96,Low Risk
MFG0133,2023,77.42999999999999,Compliant,13.542000000000003,Low Risk
MFG0285,2021,76.65666666666665,Compliant,14.006000000000009,Low Risk
MFG0388,2023,66.47999999999999,Non-Compliant,33.312000000000005,Low Risk
MFG0138,2022,77.47666666666667,Compliant,13.513999999999996,Low Risk
MFG0184,2020,72.02666666666666,Compliant,16.784000000000006,Low Risk
MFG0401,2022,71.24,Non-Compliant,30.456000000000003,Low Risk
MFG0330,2019,69.02,Compliant,18.588,Low Risk
MFG0273,2020,59.07,Non-Compliant,37.758,Low Risk
MFG0340,2022,68.91666666666667,Compliant,18.649999999999995,Low Risk
MFG0472,2019,66.02999999999999,Non-Compliant,46.78200000000001,Warning
MFG0069,2021,51.07333333333333,Non-Compliant,68.956,Warning
MFG0034,2021,56.80666666666667,Non-Compliant,52.316,Warning
MFG0262,2023,65.21666666666665,Non-Compliant,34.07000000000001,Low Risk
MFG0053,2020,71.02,Compliant,17.388,Low Risk
MFG0450,2021,72.79333333333334,Compliant,16.323999999999998,Low Risk
MFG0205,2020,70.66000000000001,Compliant,17.603999999999992,Low Risk
MFG0126,2021,69.80333333333333,Non-Compliant,31.318000000000005,Low Risk
MFG0235,2023,71.84666666666665,Compliant,16.89200000000001,Low Risk
MFG0043,2022,71.18333333333334,Compliant,17.289999999999996,Low Risk
MFG0240,2023,73.80666666666666,Compliant,15.716000000000005,Low Risk
MFG0459,2019,67.98,Compliant,19.211999999999996,Low Risk
MFG0371,2021,67.30333333333334,Compliant,19.617999999999995,Low Risk
MFG0111,2019,70.82666666666667,Compliant,17.503999999999998,Low Risk
MFG0249,2019,69.98666666666666,Non-Compliant,31.208,Low Risk
MFG0151,2020,67.71,Non-Compliant,32.574000000000005,Low Risk
MFG0183,2021,60.32333333333335,Non-Compliant,37.005999999999986,Low Risk
MFG0336,2019,65.32,Non-Compliant,34.008,Low Risk
MFG0095,2022,70.88333333333334,Non-Compliant,30.669999999999995,Low Risk
MFG0459,2019,77.44666666666666,Compliant,13.532000000000005,Low Risk
MFG0374,2022,67.97000000000001,Compliant,19.217999999999993,Low Risk
MFG0400,2020,65.74333333333333,Compliant,20.554000000000006,Low Risk
MFG0008,2019,65.74333333333334,Non-Compliant,33.754,Low Risk
MFG0388,2023,81.97000000000001,Compliant,10.817999999999993,Low Risk
MFG0360,2020,63.88666666666668,Compliant,21.667999999999992,Low Risk
MFG0388,2022,66.79,Non-Compliant,33.126,Low Risk
MFG0184,2020,68.56,Non-Compliant,32.064,Low Risk
MFG0281,2019,66.09,Non-Compliant,46.745999999999995,Warning
MFG0195,2021,71.59333333333332,Compliant,17.044000000000008,Low Risk
MFG0352,2021,64.46333333333332,Non-Compliant,34.522000000000006,Low Risk
MFG0195,2022,72.07666666666667,Compliant,16.753999999999998,Low Risk
MFG0155,2022,71.57666666666667,Non-Compliant,30.253999999999998,Low Risk
MFG0093,2021,63.9,Compliant,21.66,Low Risk
MFG0160,2022,63.423333333333325,Non-Compliant,35.14600000000001,Low Risk
MFG0434,2020,67.66333333333334,Compliant,19.401999999999994,Low Risk
MFG0061,2023,64.76666666666667,Non-Compliant,34.34,Low Risk
MFG0122,2023,69.08,Non-Compliant,31.752000000000002,Low Risk
MFG0051,2020,73.76333333333334,Compliant,15.741999999999997,Low Risk
MFG0403,2023,76.12666666666668,Compliant,14.323999999999993,Low Risk
MFG0277,2019,71.64333333333333,Compliant,17.014,Low Risk
MFG0005,2020,77.08999999999999,Compliant,13.746000000000006,Low Risk
MFG0466,2022,70.62,Non-Compliant,44.028,Warning
MFG0092,2020,72.79333333333334,Compliant,16.323999999999998,Low Risk
MFG0170,2021,65.4,Non-Compliant,47.16,Warning
MFG0317,2022,60.446666666666665,Non-Compliant,36.932,Low Risk
MFG0022,2021,73.75666666666666,Compliant,15.746000000000002,Low Risk
MFG0405,2022,70.27,Compliant,17.838,Low Risk
MFG0326,2023,68.55333333333334,Non-Compliant,32.068,Low Risk
MFG0001,2020,66.30666666666667,Non-Compliant,33.416,Low Risk
MFG0133,2019,66.30333333333334,Compliant,20.217999999999993,Low Risk
MFG0233,2022,69.42666666666666,Non-Compliant,31.544000000000004,Low Risk
MFG0012,2022,65.85000000000001,Compliant,20.489999999999995,Low Risk
MFG0346,2021,74.38666666666667,Compliant,15.367999999999997,Low Risk
MFG0046,2023,71.52333333333333,Compliant,17.086000000000002,Low Risk
MFG0034,2021,64.69333333333333,Non-Compliant,34.384,Low Risk
MFG0433,2021,64.43666666666667,Non-Compliant,34.538,Low Risk
MFG0078,2023,70.81,Compliant,17.514,Low Risk
MFG0218,2019,74.84666666666666,Compliant,15.092,Low Risk
MFG0301,2021,70.05333333333334,Compliant,17.967999999999993,Low Risk
MFG0411,2021,56.23333333333333,Non-Compliant,52.660000000000004,Warning
MFG0073,2022,68.59666666666666,Non-Compliant,32.042,Low Risk
MFG0282,2023,69.02666666666666,Compliant,18.584000000000007,Low Risk
MFG0249,2020,80.43333333333334,Non-Compliant,24.939999999999998,Low Risk
MFG0047,2019,64.99333333333334,Non-Compliant,34.20399999999999,Low Risk
MFG0121,2019,66.64999999999999,Compliant,20.010000000000005,Low Risk
MFG0214,2023,72.68333333333334,Non-Compliant,29.589999999999996,Low Risk
MFG0239,2022,71.11,Compliant,17.334,Low Risk
MFG0056,2022,63.373333333333335,Non-Compliant,35.176,Low Risk
MFG0350,2023,69.34666666666666,Non-Compliant,31.592,Low Risk
MFG0107,2022,61.36666666666667,Non-Compliant,36.38,Low Risk
MFG0319,2019,71.29666666666667,Compliant,17.221999999999998,Low Risk
MFG0048,2019,68.07333333333334,Compliant,19.155999999999995,Low Risk
MFG0061,2020,77.82,Compliant,13.308000000000003,Low Risk
MFG0337,2023,61.04999999999999,Non-Compliant,36.57000000000001,Low Risk
MFG0026,2021,65.32,Non-Compliant,34.008,Low Risk
MFG0292,2021,64.63333333333333,Compliant,21.220000000000002,Low Risk
MFG0257,2020,69.93,Compliant,18.041999999999994,Low Risk
MFG0008,2020,66.29333333333334,Compliant,20.223999999999997,Low Risk
MFG0113,2022,64.96333333333332,Compliant,21.022000000000006,Low Risk
MFG0355,2020,57.19333333333333,Non-Compliant,52.084,Warning
MFG0253,2020,73.96,Compliant,15.624000000000002,Low Risk
MFG0180,2021,74.17,Compliant,15.497999999999998,Low Risk
MFG0207,2022,66.49333333333334,Non-Compliant,33.303999999999995,Low Risk
MFG0303,2020,72.17333333333333,Compliant,16.696,Low Risk
MFG0127,2020,64.39,Non-Compliant,34.566,Low Risk
MFG0056,2022,65.88666666666667,Non-Compliant,33.668,Low Risk
MFG0214,2023,72.28333333333335,Compliant,16.629999999999992,Low Risk
MFG0014,2022,65.18,Non-Compliant,34.092,Low Risk
MFG0474,2021,64.70333333333333,Non-Compliant,34.378,Low Risk
MFG0028,2023,64.91666666666667,Non-Compliant,34.25,Low Risk
MFG0471,2019,70.33999999999999,Compliant,17.796000000000006,Low Risk
MFG0078,2022,67.26666666666667,Compliant,19.64,Low Risk
MFG0216,2021,60.17,Non-Compliant,50.298,Warning
MFG0386,2023,62.54666666666666,Non-Compliant,35.672000000000004,Low Risk
MFG0365,2022,67.18333333333334,Non-Compliant,32.89,Low Risk
MFG0154,2020,75.88666666666667,Non-Compliant,27.668,Low Risk
MFG0014,2022,73.89,Compliant,15.665999999999999,Low Risk
MFG0187,2019,66.72333333333334,Non-Compliant,33.166,Low Risk
MFG0312,2022,71.88333333333334,Non-Compliant,30.069999999999993,Low Risk
MFG0371,2023,65.34333333333333,Non-Compliant,33.994,Low Risk
MFG0007,2023,60.626666666666665,Non-Compliant,50.024,Warning
MFG0003,2022,71.74666666666667,Non-Compliant,30.152,Low Risk
MFG0111,2023,65.26333333333334,Non-Compliant,34.042,Low Risk
MFG0407,2020,74.23,Compliant,15.461999999999996,Low Risk
MFG0238,2022,71.71,Non-Compliant,30.174000000000007,Low Risk
MFG0363,2020,66.74333333333333,Compliant,19.954000000000004,Low Risk
MFG0239,2020,64.71666666666665,Non-Compliant,34.370000000000005,Low Risk
MFG0493,2021,71.29666666666667,Non-Compliant,30.421999999999997,Low Risk
MFG0274,2022,67.78666666666668,Non-Compliant,32.52799999999999,Low Risk
MFG0294,2023,65.77666666666666,Non-Compliant,33.73400000000001,Low Risk
MFG0227,2020,76.77333333333333,Compliant,13.936000000000003,Low Risk
MFG0371,2021,66.29,Non-Compliant,33.425999999999995,Low Risk
MFG0015,2022,67.54333333333334,Compliant,19.473999999999997,Low Risk
MFG0192,2022,70.38333333333333,Non-Compliant,30.970000000000006,Low Risk
MFG0473,2019,57.63666666666666,Non-Compliant,51.818000000000005,Warning
MFG0119,2019,65.68666666666667,Compliant,20.587999999999997,Low Risk
MFG0485,2020,70.79,Compliant,17.525999999999996,Low Risk
MFG0028,2019,73.96999999999998,Compliant,15.61800000000001,Low Risk
MFG0202,2020,70.51666666666667,Compliant,17.69,Low Risk
MFG0039,2023,72.84666666666666,Compliant,16.292,Low Risk
MFG0441,2020,62.53666666666666,Non-Compliant,48.878,Warning
MFG0273,2019,64.0,Non-Compliant,34.8,Low Risk
MFG0231,2023,60.91666666666666,Non-Compliant,36.650000000000006,Low Risk
MFG0086,2019,70.79,Compliant,17.525999999999996,Low Risk
MFG0474,2020,68.68666666666667,Compliant,18.788,Low Risk
MFG0126,2021,66.88666666666667,Non-Compliant,33.068,Low Risk
MFG0300,2022,75.58,Compliant,14.652000000000001,Low Risk
MFG0025,2019,67.43666666666667,Non-Compliant,45.938,Warning
MFG0145,2020,65.82666666666667,Non-Compliant,33.704,Low Risk
MFG0013,2023,66.31,Non-Compliant,33.414,Low Risk
MFG0212,2019,65.84666666666666,Non-Compliant,33.692,Low Risk
MFG0025,2019,58.44,Non-Compliant,51.336,Warning
MFG0068,2022,62.373333333333335,Compliant,22.575999999999997,Low Risk
MFG0394,2020,73.19333333333333,Non-Compliant,29.284000000000006,Low Risk
MFG0067,2021,72.78333333333335,Compliant,16.32999999999999,Low Risk
MFG0233,2023,76.29333333333334,Compliant,14.223999999999998,Low Risk
MFG0109,2020,68.73333333333333,Non-Compliant,31.96,Low Risk
MFG0146,2023,72.49666666666667,Compliant,16.502,Low Risk
MFG0111,2019,70.54666666666667,Compliant,17.672,Low Risk
MFG0228,2022,68.78333333333335,Non-Compliant,31.929999999999993,Low Risk
MFG0111,2022,59.36333333333332,Non-Compliant,50.78200000000001,Warning
MFG0470,2021,63.56333333333333,Compliant,21.862,Low Risk
MFG0034,2022,66.55,Compliant,20.07,Low Risk
MFG0111,2019,69.77999999999999,Non-Compliant,44.53200000000001,Warning
MFG0264,2021,79.66333333333334,Compliant,12.201999999999995,Low Risk
MFG0424,2020,65.13,Non-Compliant,34.122,Low Risk
MFG0369,2022,69.14666666666666,Compliant,18.512000000000004,Low Risk
MFG0236,2021,58.89666666666667,Non-Compliant,51.062,Warning
MFG0083,2019,56.48666666666667,Non-Compliant,52.507999999999996,Warning
MFG0042,2023,70.81333333333333,Compliant,17.512,Low Risk
MFG0425,2023,68.81,Non-Compliant,31.914,Low Risk
MFG0101,2019,77.19666666666666,Compliant,13.682000000000004,Low Risk
MFG0006,2019,73.32666666666667,Non-Compliant,29.204,Low Risk
MFG0180,2023,70.68333333333332,Compliant,17.590000000000007,Low Risk
MFG0282,2021,70.83666666666666,Compliant,17.498000000000005,Low Risk
MFG0320,2023,74.02666666666669,Compliant,15.583999999999989,Low Risk
MFG0226,2019,74.21,Compliant,15.474000000000004,Low Risk
MFG0443,2022,56.91333333333333,Non-Compliant,65.452,Warning
MFG0440,2020,73.42,Compliant,15.947999999999999,Low Risk
MFG0315,2022,66.29666666666667,Non-Compliant,33.422,Low Risk
MFG0365,2022,66.23,Non-Compliant,33.461999999999996,Low Risk
MFG0454,2019,74.72,Compliant,15.168,Low Risk
MFG0229,2023,68.26666666666667,Compliant,19.04,Low Risk
MFG0377,2021,75.05333333333333,Compliant,14.968000000000004,Low Risk
MFG0289,2022,66.53666666666668,Compliant,20.077999999999992,Low Risk
MFG0437,2023,63.086666666666666,Non-Compliant,48.548,Warning
MFG0150,2021,66.30666666666667,Non-Compliant,33.416,Low Risk
MFG0277,2022,74.12666666666667,Non-Compliant,28.724000000000004,Low Risk
MFG0198,2021,78.73666666666666,Compliant,12.758000000000001,Low Risk
MFG0070,2023,65.85333333333334,Non-Compliant,33.687999999999995,Low Risk
MFG0112,2020,72.85666666666667,Compliant,16.285999999999998,Low Risk
MFG0004,2023,69.67333333333333,Compliant,18.196,Low Risk
MFG0350,2019,71.42666666666666,Compliant,17.144000000000002,Low Risk
MFG0331,2021,68.32666666666667,Non-Compliant,32.204,Low Risk
MFG0446,2020,69.07666666666667,Non-Compliant,31.753999999999998,Low Risk
MFG0318,2021,67.28,Compliant,19.631999999999998,Low Risk
MFG0350,2021,59.72666666666667,Non-Compliant,37.364,Low Risk
MFG0095,2022,66.18666666666667,Non-Compliant,33.488,Low Risk
MFG0152,2019,76.32,Compliant,14.208000000000004,Low Risk
MFG0311,2021,63.15,Non-Compliant,48.510000000000005,Warning
MFG0137,2023,76.39999999999999,Compliant,14.160000000000005,Low Risk
MFG0247,2023,71.94333333333334,Compliant,16.833999999999993,Low Risk
MFG0387,2022,59.99,Non-Compliant,50.406,Warning
MFG0243,2019,73.08666666666666,Compliant,16.148000000000003,Low Risk
MFG0031,2019,74.09666666666668,Compliant,15.541999999999993,Low Risk
MFG0040,2023,70.22333333333333,Non-Compliant,31.066000000000003,Low Risk
MFG0229,2020,75.14333333333333,Compliant,14.914000000000001,Low Risk
MFG0036,2022,72.65333333333334,Compliant,16.407999999999998,Low Risk
MFG0408,2022,57.80666666666667,Non-Compliant,51.715999999999994,Warning
MFG0223,2023,68.74333333333333,Non-Compliant,31.954000000000008,Low Risk
MFG0006,2023,66.85666666666667,Non-Compliant,33.086,Low Risk
MFG0322,2020,73.63666666666667,Compliant,15.817999999999998,Low Risk
MFG0468,2020,59.50666666666667,Non-Compliant,37.496,Low Risk
MFG0220,2019,78.34333333333333,Non-Compliant,26.194000000000003,Low Risk
MFG0075,2022,73.40666666666667,Compliant,15.956,Low Risk
MFG0004,2022,64.7,Non-Compliant,34.379999999999995,Low Risk
MFG0335,2023,78.52666666666669,Compliant,12.883999999999988,Low Risk
MFG0134,2019,67.63,Compliant,19.422,Low Risk
MFG0118,2022,69.19333333333334,Non-Compliant,31.683999999999997,Low Risk
MFG0369,2019,70.21333333333332,Non-Compliant,31.072000000000003,Low Risk
MFG0094,2019,63.42333333333334,Non-Compliant,35.145999999999994,Low Risk
MFG0486,2023,64.97666666666667,Non-Compliant,34.214,Low Risk
MFG0435,2019,56.400000000000006,Non-Compliant,52.56,Warning
MFG0062,2020,66.42333333333333,Non-Compliant,33.346000000000004,Low Risk
MFG0441,2020,80.70666666666666,Compliant,11.576000000000002,Low Risk
MFG0194,2021,72.47333333333333,Compliant,16.516000000000002,Low Risk
MFG0335,2023,66.61666666666667,Non-Compliant,33.23,Low Risk
MFG0203,2021,68.39666666666666,Non-Compliant,32.162000000000006,Low Risk
MFG0392,2020,68.42666666666668,Compliant,18.943999999999992,Low Risk
MFG0026,2021,71.29,Compliant,17.225999999999996,Low Risk
MFG0435,2023,70.83999999999999,Compliant,17.496000000000006,Low Risk
MFG0173,2023,72.49666666666667,Non-Compliant,29.701999999999998,Low Risk
MFG0300,2019,72.52,Compliant,16.488000000000003,Low Risk
MFG0133,2022,69.24333333333333,Compliant,18.454000000000004,Low Risk
MFG0326,2019,70.96333333333334,Non-Compliant,30.622,Low Risk
MFG0410,2023,69.63,Compliant,18.222,Low Risk
MFG0118,2020,71.64333333333333,Non-Compliant,30.214,Low Risk
MFG0324,2020,77.18666666666667,Compliant,13.687999999999999,Low Risk
MFG0275,2019,68.26666666666667,Non-Compliant,32.24,Low Risk
MFG0212,2023,76.99333333333333,Compliant,13.804000000000004,Low Risk
MFG0225,2020,69.15333333333334,Compliant,18.508,Low Risk
MFG0020,2023,57.39333333333334,Non-Compliant,51.964,Warning
MFG0113,2020,67.08,Compliant,19.752,Low Risk
MFG0140,2023,60.69666666666666,Non-Compliant,49.982000000000006,Warning
MFG0047,2021,74.42999999999999,Compliant,15.342000000000004,Low Risk
MFG0001,2023,63.23,Non-Compliant,35.262,Low Risk
MFG0090,2023,73.85666666666667,Compliant,15.685999999999998,Low Risk
MFG0142,2019,74.66000000000001,Compliant,15.203999999999994,Low Risk
MFG0320,2021,59.75333333333333,Non-Compliant,37.348,Low Risk
MFG0038,2022,77.18333333333334,Compliant,13.689999999999998,Low Risk
MFG0293,2019,71.63666666666667,Compliant,17.017999999999997,Low Risk
MFG0382,2022,63.690000000000005,Non-Compliant,34.986,Low Risk
MFG0139,2020,70.54666666666667,Non-Compliant,30.872,Low Risk
MFG0356,2022,67.78666666666668,Compliant,19.327999999999992,Low Risk
MFG0333,2023,58.96333333333333,Non-Compliant,37.822,Low Risk
MFG0491,2022,73.75666666666666,Compliant,15.746000000000002,Low Risk
MFG0259,2019,66.19666666666667,Compliant,20.281999999999996,Low Risk
MFG0161,2019,69.82,Non-Compliant,31.308000000000007,Low Risk
MFG0390,2022,67.10000000000001,Compliant,19.739999999999995,Low Risk
MFG0178,2019,66.22333333333334,Non-Compliant,33.465999999999994,Low Risk
MFG0010,2019,58.080000000000005,Non-Compliant,51.552,Warning
MFG0261,2022,62.26666666666667,Non-Compliant,49.04,Warning
MFG0407,2021,76.62666666666667,Compliant,14.024000000000001,Low Risk
MFG0138,2021,70.96,Compliant,17.424000000000003,Low Risk
MFG0172,2020,62.14333333333334,Non-Compliant,49.114,Warning
MFG0386,2019,73.24333333333333,Compliant,16.054000000000006,Low Risk
MFG0013,2022,66.23,Compliant,20.261999999999997,Low Risk
MFG0168,2019,61.153333333333336,Non-Compliant,49.708,Warning
MFG0130,2023,75.16000000000001,Compliant,14.903999999999993,Low Risk
MFG0084,2019,69.61666666666667,Compliant,18.229999999999993,Low Risk
MFG0321,2019,59.27666666666666,Non-Compliant,37.63400000000001,Low Risk
MFG0319,2021,73.64666666666666,Compliant,15.812000000000003,Low Risk
MFG0101,2022,68.7,Compliant,18.779999999999998,Low Risk
MFG0329,2019,72.97666666666667,Non-Compliant,29.413999999999994,Low Risk
MFG0273,2021,67.47666666666667,Compliant,19.513999999999996,Low Risk
MFG0265,2020,76.14666666666666,Compliant,14.312000000000003,Low Risk
MFG0459,2021,75.83999999999999,Compliant,14.496000000000006,Low Risk
MFG0399,2021,70.86666666666666,Compliant,17.480000000000004,Low Risk
MFG0408,2021,67.83333333333333,Compliant,19.3,Low Risk
MFG0038,2019,57.046666666666674,Non-Compliant,38.971999999999994,Low Risk
MFG0419,2019,70.99666666666667,Non-Compliant,30.601999999999997,Low Risk
MFG0094,2020,60.73,Non-Compliant,36.762,Low Risk
MFG0095,2023,66.31333333333333,Non-Compliant,33.412,Low Risk
MFG0305,2023,67.00333333333333,Compliant,19.798000000000002,Low Risk
MFG0069,2023,61.91333333333333,Non-Compliant,36.05200000000001,Low Risk
MFG0318,2020,70.51,Compliant,17.693999999999996,Low Risk
MFG0444,2023,69.58,Compliant,18.252,Low Risk
